"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Etowah County, AL"	"01055"	"2018"	"2018"	63	102501	61.5
	"Fayette County, AL"	"01057"	"2016"	"2016"	Suppressed	16546	Suppressed
	"Fayette County, AL"	"01057"	"2017"	"2017"	11	16468	Unreliable
	"Fayette County, AL"	"01057"	"2018"	"2018"	Suppressed	16433	Suppressed
	"Franklin County, AL"	"01059"	"2016"	"2016"	14	31628	Unreliable
	"Franklin County, AL"	"01059"	"2017"	"2017"	15	31495	Unreliable
	"Franklin County, AL"	"01059"	"2018"	"2018"	21	31363	67.0
	"Geneva County, AL"	"01061"	"2016"	"2016"	Suppressed	26614	Suppressed
	"Geneva County, AL"	"01061"	"2017"	"2017"	20	26421	75.7
	"Geneva County, AL"	"01061"	"2018"	"2018"	24	26314	91.2
	"Greene County, AL"	"01063"	"2016"	"2016"	Suppressed	8422	Suppressed
	"Greene County, AL"	"01063"	"2017"	"2017"	Suppressed	8330	Suppressed
	"Greene County, AL"	"01063"	"2018"	"2018"	Suppressed	8233	Suppressed
	"Hale County, AL"	"01065"	"2016"	"2016"	Suppressed	14952	Suppressed
	"Hale County, AL"	"01065"	"2017"	"2017"	10	14812	Unreliable
	"Hale County, AL"	"01065"	"2018"	"2018"	14	14726	Unreliable
	"Henry County, AL"	"01067"	"2016"	"2016"	Suppressed	17164	Suppressed
	"Henry County, AL"	"01067"	"2017"	"2017"	11	17147	Unreliable
	"Henry County, AL"	"01067"	"2018"	"2018"	11	17209	Unreliable
	"Houston County, AL"	"01069"	"2016"	"2016"	52	104056	50.0
	"Houston County, AL"	"01069"	"2017"	"2017"	53	104346	50.8
	"Houston County, AL"	"01069"	"2018"	"2018"	47	104722	44.9
	"Jackson County, AL"	"01071"	"2016"	"2016"	35	52138	67.1
	"Jackson County, AL"	"01071"	"2017"	"2017"	41	51909	79.0
	"Jackson County, AL"	"01071"	"2018"	"2018"	26	51736	50.3
	"Jefferson County, AL"	"01073"	"2016"	"2016"	447	659521	67.8
	"Jefferson County, AL"	"01073"	"2017"	"2017"	404	659197	61.3
	"Jefferson County, AL"	"01073"	"2018"	"2018"	425	659300	64.5
	"Lamar County, AL"	"01075"	"2016"	"2016"	12	13918	Unreliable
	"Lamar County, AL"	"01075"	"2017"	"2017"	16	13946	Unreliable
	"Lamar County, AL"	"01075"	"2018"	"2018"	Suppressed	13844	Suppressed
	"Lauderdale County, AL"	"01077"	"2016"	"2016"	50	92318	54.2
	"Lauderdale County, AL"	"01077"	"2017"	"2017"	48	92538	51.9
	"Lauderdale County, AL"	"01077"	"2018"	"2018"	68	92387	73.6
	"Lawrence County, AL"	"01079"	"2016"	"2016"	25	33244	75.2
	"Lawrence County, AL"	"01079"	"2017"	"2017"	27	33049	81.7
	"Lawrence County, AL"	"01079"	"2018"	"2018"	23	32957	69.8
	"Lee County, AL"	"01081"	"2016"	"2016"	59	158991	37.1
	"Lee County, AL"	"01081"	"2017"	"2017"	58	161604	35.9
	"Lee County, AL"	"01081"	"2018"	"2018"	58	163941	35.4
	"Limestone County, AL"	"01083"	"2016"	"2016"	36	92753	38.8
	"Limestone County, AL"	"01083"	"2017"	"2017"	37	94402	39.2
	"Limestone County, AL"	"01083"	"2018"	"2018"	41	96174	42.6
	"Lowndes County, AL"	"01085"	"2016"	"2016"	10	10358	Unreliable
	"Lowndes County, AL"	"01085"	"2017"	"2017"	Suppressed	10076	Suppressed
	"Lowndes County, AL"	"01085"	"2018"	"2018"	Suppressed	9974	Suppressed
	"Macon County, AL"	"01087"	"2016"	"2016"	Suppressed	18963	Suppressed
	"Macon County, AL"	"01087"	"2017"	"2017"	11	18755	Unreliable
	"Macon County, AL"	"01087"	"2018"	"2018"	13	18439	Unreliable
	"Madison County, AL"	"01089"	"2016"	"2016"	164	356967	45.9
	"Madison County, AL"	"01089"	"2017"	"2017"	172	361046	47.6
	"Madison County, AL"	"01089"	"2018"	"2018"	136	366519	37.1
	"Marengo County, AL"	"01091"	"2016"	"2016"	16	19673	Unreliable
	"Marengo County, AL"	"01091"	"2017"	"2017"	17	19375	Unreliable
	"Marengo County, AL"	"01091"	"2018"	"2018"	17	19066	Unreliable
	"Marion County, AL"	"01093"	"2016"	"2016"	21	29998	70.0
	"Marion County, AL"	"01093"	"2017"	"2017"	20	29833	67.0
	"Marion County, AL"	"01093"	"2018"	"2018"	16	29763	Unreliable
	"Marshall County, AL"	"01095"	"2016"	"2016"	57	95157	59.9
	"Marshall County, AL"	"01095"	"2017"	"2017"	58	95548	60.7
	"Marshall County, AL"	"01095"	"2018"	"2018"	62	96109	64.5
	"Mobile County, AL"	"01097"	"2016"	"2016"	183	414836	44.1
	"Mobile County, AL"	"01097"	"2017"	"2017"	226	413955	54.6
	"Mobile County, AL"	"01097"	"2018"	"2018"	213	413757	51.5
	"Monroe County, AL"	"01099"	"2016"	"2016"	16	21530	Unreliable
	"Monroe County, AL"	"01099"	"2017"	"2017"	13	21327	Unreliable
	"Monroe County, AL"	"01099"	"2018"	"2018"	12	21067	Unreliable
	"Montgomery County, AL"	"01101"	"2016"	"2016"	94	226349	41.5
	"Montgomery County, AL"	"01101"	"2017"	"2017"	73	226646	32.2
	"Montgomery County, AL"	"01101"	"2018"	"2018"	85	225763	37.7
	"Morgan County, AL"	"01103"	"2016"	"2016"	59	119012	49.6
	"Morgan County, AL"	"01103"	"2017"	"2017"	58	118818	48.8
	"Morgan County, AL"	"01103"	"2018"	"2018"	65	119089	54.6
	"Perry County, AL"	"01105"	"2016"	"2016"	Suppressed	9574	Suppressed
	"Perry County, AL"	"01105"	"2017"	"2017"	Suppressed	9339	Suppressed
	"Perry County, AL"	"01105"	"2018"	"2018"	Suppressed	9140	Suppressed
	"Pickens County, AL"	"01107"	"2016"	"2016"	16	20324	Unreliable
	"Pickens County, AL"	"01107"	"2017"	"2017"	Suppressed	20176	Suppressed
	"Pickens County, AL"	"01107"	"2018"	"2018"	20	19938	100.3
	"Pike County, AL"	"01109"	"2016"	"2016"	16	33286	Unreliable
	"Pike County, AL"	"01109"	"2017"	"2017"	17	33267	Unreliable
	"Pike County, AL"	"01109"	"2018"	"2018"	10	33338	Unreliable
	"Randolph County, AL"	"01111"	"2016"	"2016"	13	22652	Unreliable
	"Randolph County, AL"	"01111"	"2017"	"2017"	16	22670	Unreliable
	"Randolph County, AL"	"01111"	"2018"	"2018"	17	22725	Unreliable
	"Russell County, AL"	"01113"	"2016"	"2016"	33	58172	56.7
	"Russell County, AL"	"01113"	"2017"	"2017"	40	57045	70.1
	"Russell County, AL"	"01113"	"2018"	"2018"	32	57781	55.4
	"St. Clair County, AL"	"01115"	"2016"	"2016"	66	88019	75.0
	"St. Clair County, AL"	"01115"	"2017"	"2017"	56	88199	63.5
	"St. Clair County, AL"	"01115"	"2018"	"2018"	61	88690	68.8
	"Shelby County, AL"	"01117"	"2016"	"2016"	83	210622	39.4
	"Shelby County, AL"	"01117"	"2017"	"2017"	91	213605	42.6
	"Shelby County, AL"	"01117"	"2018"	"2018"	87	215707	40.3
	"Sumter County, AL"	"01119"	"2016"	"2016"	11	13040	Unreliable
	"Sumter County, AL"	"01119"	"2017"	"2017"	Suppressed	12687	Suppressed
	"Sumter County, AL"	"01119"	"2018"	"2018"	Suppressed	12691	Suppressed
	"Talladega County, AL"	"01121"	"2016"	"2016"	62	80103	77.4
	"Talladega County, AL"	"01121"	"2017"	"2017"	65	80065	81.2
	"Talladega County, AL"	"01121"	"2018"	"2018"	58	79828	72.7
	"Tallapoosa County, AL"	"01123"	"2016"	"2016"	33	40727	81.0
	"Tallapoosa County, AL"	"01123"	"2017"	"2017"	22	40681	54.1
	"Tallapoosa County, AL"	"01123"	"2018"	"2018"	27	40497	66.7
	"Tuscaloosa County, AL"	"01125"	"2016"	"2016"	95	206102	46.1
	"Tuscaloosa County, AL"	"01125"	"2017"	"2017"	87	207811	41.9
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	85	208911	40.7
	"Walker County, AL"	"01127"	"2016"	"2016"	53	64967	81.6
	"Walker County, AL"	"01127"	"2017"	"2017"	48	64058	74.9
	"Walker County, AL"	"01127"	"2018"	"2018"	43	63711	67.5
	"Washington County, AL"	"01129"	"2016"	"2016"	21	16756	125.3
	"Washington County, AL"	"01129"	"2017"	"2017"	18	16531	Unreliable
	"Washington County, AL"	"01129"	"2018"	"2018"	12	16378	Unreliable
	"Wilcox County, AL"	"01131"	"2016"	"2016"	Suppressed	10986	Suppressed
	"Wilcox County, AL"	"01131"	"2017"	"2017"	Suppressed	10719	Suppressed
	"Wilcox County, AL"	"01131"	"2018"	"2018"	Suppressed	10627	Suppressed
	"Winston County, AL"	"01133"	"2016"	"2016"	15	23805	Unreliable
	"Winston County, AL"	"01133"	"2017"	"2017"	19	23722	Unreliable
	"Winston County, AL"	"01133"	"2018"	"2018"	Suppressed	23660	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2016"	"2016"	Suppressed	3296	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2017"	"2017"	Suppressed	3370	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2018"	"2018"	Suppressed	3515	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2016"	"2016"	Suppressed	5647	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2017"	"2017"	Suppressed	5763	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2018"	"2018"	Suppressed	5723	Suppressed
	"Anchorage Borough, AK"	"02020"	"2016"	"2016"	150	298192	50.3
	"Anchorage Borough, AK"	"02020"	"2017"	"2017"	153	294356	52.0
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	140	291538	48.0
	"Bethel Census Area, AK"	"02050"	"2016"	"2016"	16	17968	Unreliable
	"Bethel Census Area, AK"	"02050"	"2017"	"2017"	16	18076	Unreliable
	"Bethel Census Area, AK"	"02050"	"2018"	"2018"	27	18216	148.2
	"Bristol Bay Borough, AK"	"02060"	"2016"	"2016"	Suppressed	898	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2017"	"2017"	Suppressed	867	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2018"	"2018"	Suppressed	877	Suppressed
	"Denali Borough, AK"	"02068"	"2016"	"2016"	Suppressed	1953	Suppressed
	"Denali Borough, AK"	"02068"	"2017"	"2017"	Suppressed	2074	Suppressed
	"Denali Borough, AK"	"02068"	"2018"	"2018"	Suppressed	2059	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2016"	"2016"	Suppressed	4954	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2017"	"2017"	Suppressed	4932	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2018"	"2018"	Suppressed	5000	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2016"	"2016"	52	100605	51.7
	"Fairbanks North Star Borough, AK"	"02090"	"2017"	"2017"	48	99703	48.1
	"Fairbanks North Star Borough, AK"	"02090"	"2018"	"2018"	45	98971	45.5
	"Haines Borough, AK"	"02100"	"2016"	"2016"	Suppressed	2496	Suppressed
	"Haines Borough, AK"	"02100"	"2017"	"2017"	Suppressed	2526	Suppressed
	"Haines Borough, AK"	"02100"	"2018"	"2018"	Suppressed	2474	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2016"	"2016"	Suppressed	2078	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2017"	"2017"	Suppressed	2145	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2018"	"2018"	Suppressed	2151	Suppressed
	"Juneau Borough, AK"	"02110"	"2016"	"2016"	14	32468	Unreliable
	"Juneau Borough, AK"	"02110"	"2017"	"2017"	27	32094	84.1
	"Juneau Borough, AK"	"02110"	"2018"	"2018"	13	32113	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	"2016"	"2016"	50	58506	85.5
	"Kenai Peninsula Borough, AK"	"02122"	"2017"	"2017"	31	58617	52.9
	"Kenai Peninsula Borough, AK"	"02122"	"2018"	"2018"	26	58533	44.4
	"Ketchikan Gateway Borough, AK"	"02130"	"2016"	"2016"	Suppressed	13746	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2017"	"2017"	Suppressed	13856	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2018"	"2018"	Suppressed	13918	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2016"	"2016"	Suppressed	13732	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2017"	"2017"	Suppressed	13448	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2018"	"2018"	Suppressed	13345	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2016"	"2016"	Suppressed	1562	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2017"	"2017"	Suppressed	1620	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2018"	"2018"	Suppressed	1587	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2016"	"2016"	54	104365	51.7
	"Matanuska-Susitna Borough, AK"	"02170"	"2017"	"2017"	63	106532	59.1
	"Matanuska-Susitna Borough, AK"	"02170"	"2018"	"2018"	50	107610	46.5
	"Nome Census Area, AK"	"02180"	"2016"	"2016"	Suppressed	9917	Suppressed
	"Nome Census Area, AK"	"02180"	"2017"	"2017"	16	9921	Unreliable
	"Nome Census Area, AK"	"02180"	"2018"	"2018"	Suppressed	10008	Suppressed
	"North Slope Borough, AK"	"02185"	"2016"	"2016"	Suppressed	9606	Suppressed
	"North Slope Borough, AK"	"02185"	"2017"	"2017"	Suppressed	9782	Suppressed
	"North Slope Borough, AK"	"02185"	"2018"	"2018"	10	9872	Unreliable
	"Northwest Arctic Borough, AK"	"02188"	"2016"	"2016"	Suppressed	7673	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2017"	"2017"	11	7684	Unreliable
	"Northwest Arctic Borough, AK"	"02188"	"2018"	"2018"	10	7671	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	"2016"	"2016"	Suppressed	3149	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2017"	"2017"	Suppressed	3281	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2018"	"2018"	Suppressed	3221	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2016"	"2016"	10	6347	Unreliable
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2017"	"2017"	Suppressed	6443	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2018"	"2018"	Suppressed	6422	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2016"	"2016"	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2017"	"2017"	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2018"	"2018"	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	"2016"	"2016"	Suppressed	8830	Suppressed
	"Sitka Borough, AK"	"02220"	"2017"	"2017"	Suppressed	8689	Suppressed
	"Sitka Borough, AK"	"02220"	"2018"	"2018"	Suppressed	8647	Suppressed
	"Skagway Municipality, AK"	"02230"	"2016"	"2016"	Suppressed	1088	Suppressed
	"Skagway Municipality, AK"	"02230"	"2017"	"2017"	Suppressed	1157	Suppressed
	"Skagway Municipality, AK"	"02230"	"2018"	"2018"	Suppressed	1148	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2016"	"2016"	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2017"	"2017"	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2018"	"2018"	Missing	Missing	Missing
	"Southeast Fairbanks Census Area, AK"	"02240"	"2016"	"2016"	Suppressed	6876	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2017"	"2017"	Suppressed	6888	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2018"	"2018"	Suppressed	6918	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2016"	"2016"	10	9355	Unreliable
	"Valdez-Cordova Census Area, AK"	"02261"	"2017"	"2017"	Suppressed	9278	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2018"	"2018"	Suppressed	9164	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2016"	"2016"	Suppressed	8049	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2017"	"2017"	Suppressed	8202	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2018"	"2018"	Suppressed	8303	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2016"	"2016"	Suppressed	2411	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2017"	"2017"	Suppressed	2521	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2018"	"2018"	Suppressed	2503	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2016"	"2016"	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2017"	"2017"	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2018"	"2018"	Missing	Missing	Missing
	"Yakutat Borough, AK"	"02282"	"2016"	"2016"	Suppressed	601	Suppressed
	"Yakutat Borough, AK"	"02282"	"2017"	"2017"	Suppressed	605	Suppressed
	"Yakutat Borough, AK"	"02282"	"2018"	"2018"	Suppressed	604	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2016"	"2016"	14	5526	Unreliable
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2017"	"2017"	Suppressed	5365	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2018"	"2018"	Suppressed	5327	Suppressed
	"Apache County, AZ"	"04001"	"2016"	"2016"	107	73112	146.4
	"Apache County, AZ"	"04001"	"2017"	"2017"	115	71606	160.6
	"Apache County, AZ"	"04001"	"2018"	"2018"	101	71818	140.6
	"Cochise County, AZ"	"04003"	"2016"	"2016"	74	125770	58.8
	"Cochise County, AZ"	"04003"	"2017"	"2017"	83	124756	66.5
	"Cochise County, AZ"	"04003"	"2018"	"2018"	85	126770	67.1
	"Coconino County, AZ"	"04005"	"2016"	"2016"	92	140908	65.3
	"Coconino County, AZ"	"04005"	"2017"	"2017"	102	140776	72.5
	"Coconino County, AZ"	"04005"	"2018"	"2018"	102	142854	71.4
	"Gila County, AZ"	"04007"	"2016"	"2016"	57	53556	106.4
	"Gila County, AZ"	"04007"	"2017"	"2017"	58	53501	108.4
	"Gila County, AZ"	"04007"	"2018"	"2018"	48	53889	89.1
	"Graham County, AZ"	"04009"	"2016"	"2016"	16	37599	Unreliable
	"Graham County, AZ"	"04009"	"2017"	"2017"	24	37466	64.1
	"Graham County, AZ"	"04009"	"2018"	"2018"	19	38072	Unreliable
	"Greenlee County, AZ"	"04011"	"2016"	"2016"	Suppressed	9613	Suppressed
	"Greenlee County, AZ"	"04011"	"2017"	"2017"	Suppressed	9455	Suppressed
	"Greenlee County, AZ"	"04011"	"2018"	"2018"	Suppressed	9483	Suppressed
	"La Paz County, AZ"	"04012"	"2016"	"2016"	30	20317	147.7
	"La Paz County, AZ"	"04012"	"2017"	"2017"	17	20601	Unreliable
	"La Paz County, AZ"	"04012"	"2018"	"2018"	22	21098	104.3
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	2252	4242997	53.1
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	2368	4307033	55.0
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	2496	4410824	56.6
	"Mohave County, AZ"	"04015"	"2016"	"2016"	161	205249	78.4
	"Mohave County, AZ"	"04015"	"2017"	"2017"	147	207200	70.9
	"Mohave County, AZ"	"04015"	"2018"	"2018"	156	209550	74.4
	"Navajo County, AZ"	"04017"	"2016"	"2016"	107	110026	97.2
	"Navajo County, AZ"	"04017"	"2017"	"2017"	116	108956	106.5
	"Navajo County, AZ"	"04017"	"2018"	"2018"	106	110445	96.0
	"Pima County, AZ"	"04019"	"2016"	"2016"	651	1016206	64.1
	"Pima County, AZ"	"04019"	"2017"	"2017"	646	1022769	63.2
	"Pima County, AZ"	"04019"	"2018"	"2018"	656	1039073	63.1
	"Pinal County, AZ"	"04021"	"2016"	"2016"	167	418540	39.9
	"Pinal County, AZ"	"04021"	"2017"	"2017"	172	430237	40.0
	"Pinal County, AZ"	"04021"	"2018"	"2018"	195	447138	43.6
	"Santa Cruz County, AZ"	"04023"	"2016"	"2016"	21	45985	45.7
	"Santa Cruz County, AZ"	"04023"	"2017"	"2017"	18	46212	Unreliable
	"Santa Cruz County, AZ"	"04023"	"2018"	"2018"	20	46511	43.0
	"Yavapai County, AZ"	"04025"	"2016"	"2016"	162	225562	71.8
	"Yavapai County, AZ"	"04025"	"2017"	"2017"	224	228168	98.2
	"Yavapai County, AZ"	"04025"	"2018"	"2018"	156	231993	67.2
	"Yuma County, AZ"	"04027"	"2016"	"2016"	110	205631	53.5
	"Yuma County, AZ"	"04027"	"2017"	"2017"	90	207534	43.4
	"Yuma County, AZ"	"04027"	"2018"	"2018"	86	212128	40.5
	"Arkansas County, AR"	"05001"	"2016"	"2016"	14	18214	Unreliable
	"Arkansas County, AR"	"05001"	"2017"	"2017"	14	17967	Unreliable
	"Arkansas County, AR"	"05001"	"2018"	"2018"	10	17769	Unreliable
	"Ashley County, AR"	"05003"	"2016"	"2016"	Suppressed	20492	Suppressed
