"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Escambia County, AL"	"01053"	"2016"	"2016"	28	37728	74.2
	"Escambia County, AL"	"01053"	"2017"	"2017"	19	37447	Unreliable
	"Escambia County, AL"	"01053"	"2018"	"2018"	24	36748	65.3
	"Etowah County, AL"	"01055"	"2016"	"2016"	32	102564	31.2
	"Etowah County, AL"	"01055"	"2017"	"2017"	38	102755	37.0
	"Etowah County, AL"	"01055"	"2018"	"2018"	48	102501	46.8
	"Fayette County, AL"	"01057"	"2016"	"2016"	Suppressed	16546	Suppressed
	"Fayette County, AL"	"01057"	"2017"	"2017"	Suppressed	16468	Suppressed
	"Fayette County, AL"	"01057"	"2018"	"2018"	Suppressed	16433	Suppressed
	"Franklin County, AL"	"01059"	"2016"	"2016"	Suppressed	31628	Suppressed
	"Franklin County, AL"	"01059"	"2017"	"2017"	Suppressed	31495	Suppressed
	"Franklin County, AL"	"01059"	"2018"	"2018"	Suppressed	31363	Suppressed
	"Geneva County, AL"	"01061"	"2016"	"2016"	15	26614	Unreliable
	"Geneva County, AL"	"01061"	"2017"	"2017"	Suppressed	26421	Suppressed
	"Geneva County, AL"	"01061"	"2018"	"2018"	16	26314	Unreliable
	"Greene County, AL"	"01063"	"2016"	"2016"	Suppressed	8422	Suppressed
	"Greene County, AL"	"01063"	"2017"	"2017"	Suppressed	8330	Suppressed
	"Greene County, AL"	"01063"	"2018"	"2018"	Suppressed	8233	Suppressed
	"Hale County, AL"	"01065"	"2016"	"2016"	Suppressed	14952	Suppressed
	"Hale County, AL"	"01065"	"2017"	"2017"	Suppressed	14812	Suppressed
	"Hale County, AL"	"01065"	"2018"	"2018"	Suppressed	14726	Suppressed
	"Henry County, AL"	"01067"	"2016"	"2016"	Suppressed	17164	Suppressed
	"Henry County, AL"	"01067"	"2017"	"2017"	Suppressed	17147	Suppressed
	"Henry County, AL"	"01067"	"2018"	"2018"	Suppressed	17209	Suppressed
	"Houston County, AL"	"01069"	"2016"	"2016"	15	104056	Unreliable
	"Houston County, AL"	"01069"	"2017"	"2017"	22	104346	21.1
	"Houston County, AL"	"01069"	"2018"	"2018"	15	104722	Unreliable
	"Jackson County, AL"	"01071"	"2016"	"2016"	13	52138	Unreliable
	"Jackson County, AL"	"01071"	"2017"	"2017"	13	51909	Unreliable
	"Jackson County, AL"	"01071"	"2018"	"2018"	14	51736	Unreliable
	"Jefferson County, AL"	"01073"	"2016"	"2016"	151	659521	22.9
	"Jefferson County, AL"	"01073"	"2017"	"2017"	167	659197	25.3
	"Jefferson County, AL"	"01073"	"2018"	"2018"	141	659300	21.4
	"Lamar County, AL"	"01075"	"2016"	"2016"	Suppressed	13918	Suppressed
	"Lamar County, AL"	"01075"	"2017"	"2017"	11	13946	Unreliable
	"Lamar County, AL"	"01075"	"2018"	"2018"	Suppressed	13844	Suppressed
	"Lauderdale County, AL"	"01077"	"2016"	"2016"	12	92318	Unreliable
	"Lauderdale County, AL"	"01077"	"2017"	"2017"	Suppressed	92538	Suppressed
	"Lauderdale County, AL"	"01077"	"2018"	"2018"	13	92387	Unreliable
	"Lawrence County, AL"	"01079"	"2016"	"2016"	Suppressed	33244	Suppressed
	"Lawrence County, AL"	"01079"	"2017"	"2017"	Suppressed	33049	Suppressed
	"Lawrence County, AL"	"01079"	"2018"	"2018"	Suppressed	32957	Suppressed
	"Lee County, AL"	"01081"	"2016"	"2016"	53	158991	33.3
	"Lee County, AL"	"01081"	"2017"	"2017"	42	161604	26.0
	"Lee County, AL"	"01081"	"2018"	"2018"	47	163941	28.7
	"Limestone County, AL"	"01083"	"2016"	"2016"	Suppressed	92753	Suppressed
	"Limestone County, AL"	"01083"	"2017"	"2017"	13	94402	Unreliable
	"Limestone County, AL"	"01083"	"2018"	"2018"	Suppressed	96174	Suppressed
	"Lowndes County, AL"	"01085"	"2016"	"2016"	Suppressed	10358	Suppressed
	"Lowndes County, AL"	"01085"	"2017"	"2017"	Suppressed	10076	Suppressed
	"Lowndes County, AL"	"01085"	"2018"	"2018"	Suppressed	9974	Suppressed
	"Macon County, AL"	"01087"	"2016"	"2016"	Suppressed	18963	Suppressed
	"Macon County, AL"	"01087"	"2017"	"2017"	Suppressed	18755	Suppressed
	"Macon County, AL"	"01087"	"2018"	"2018"	Suppressed	18439	Suppressed
	"Madison County, AL"	"01089"	"2016"	"2016"	69	356967	19.3
	"Madison County, AL"	"01089"	"2017"	"2017"	64	361046	17.7
	"Madison County, AL"	"01089"	"2018"	"2018"	57	366519	15.6
	"Marengo County, AL"	"01091"	"2016"	"2016"	Suppressed	19673	Suppressed
	"Marengo County, AL"	"01091"	"2017"	"2017"	Suppressed	19375	Suppressed
	"Marengo County, AL"	"01091"	"2018"	"2018"	Suppressed	19066	Suppressed
	"Marion County, AL"	"01093"	"2016"	"2016"	Suppressed	29998	Suppressed
	"Marion County, AL"	"01093"	"2017"	"2017"	Suppressed	29833	Suppressed
	"Marion County, AL"	"01093"	"2018"	"2018"	Suppressed	29763	Suppressed
	"Marshall County, AL"	"01095"	"2016"	"2016"	14	95157	Unreliable
	"Marshall County, AL"	"01095"	"2017"	"2017"	15	95548	Unreliable
	"Marshall County, AL"	"01095"	"2018"	"2018"	23	96109	23.9
	"Mobile County, AL"	"01097"	"2016"	"2016"	106	414836	25.6
	"Mobile County, AL"	"01097"	"2017"	"2017"	97	413955	23.4
	"Mobile County, AL"	"01097"	"2018"	"2018"	87	413757	21.0
	"Monroe County, AL"	"01099"	"2016"	"2016"	Suppressed	21530	Suppressed
	"Monroe County, AL"	"01099"	"2017"	"2017"	11	21327	Unreliable
	"Monroe County, AL"	"01099"	"2018"	"2018"	10	21067	Unreliable
	"Montgomery County, AL"	"01101"	"2016"	"2016"	92	226349	40.6
	"Montgomery County, AL"	"01101"	"2017"	"2017"	98	226646	43.2
	"Montgomery County, AL"	"01101"	"2018"	"2018"	96	225763	42.5
	"Morgan County, AL"	"01103"	"2016"	"2016"	20	119012	16.8
	"Morgan County, AL"	"01103"	"2017"	"2017"	20	118818	16.8
	"Morgan County, AL"	"01103"	"2018"	"2018"	13	119089	Unreliable
	"Perry County, AL"	"01105"	"2016"	"2016"	Suppressed	9574	Suppressed
	"Perry County, AL"	"01105"	"2017"	"2017"	Suppressed	9339	Suppressed
	"Perry County, AL"	"01105"	"2018"	"2018"	Suppressed	9140	Suppressed
	"Pickens County, AL"	"01107"	"2016"	"2016"	Suppressed	20324	Suppressed
	"Pickens County, AL"	"01107"	"2017"	"2017"	Suppressed	20176	Suppressed
	"Pickens County, AL"	"01107"	"2018"	"2018"	Suppressed	19938	Suppressed
	"Pike County, AL"	"01109"	"2016"	"2016"	13	33286	Unreliable
	"Pike County, AL"	"01109"	"2017"	"2017"	17	33267	Unreliable
	"Pike County, AL"	"01109"	"2018"	"2018"	13	33338	Unreliable
	"Randolph County, AL"	"01111"	"2016"	"2016"	Suppressed	22652	Suppressed
	"Randolph County, AL"	"01111"	"2017"	"2017"	Suppressed	22670	Suppressed
	"Randolph County, AL"	"01111"	"2018"	"2018"	Suppressed	22725	Suppressed
	"Russell County, AL"	"01113"	"2016"	"2016"	34	58172	58.4
	"Russell County, AL"	"01113"	"2017"	"2017"	45	57045	78.9
	"Russell County, AL"	"01113"	"2018"	"2018"	39	57781	67.5
	"St. Clair County, AL"	"01115"	"2016"	"2016"	14	88019	Unreliable
	"St. Clair County, AL"	"01115"	"2017"	"2017"	13	88199	Unreliable
	"St. Clair County, AL"	"01115"	"2018"	"2018"	19	88690	Unreliable
	"Shelby County, AL"	"01117"	"2016"	"2016"	25	210622	11.9
	"Shelby County, AL"	"01117"	"2017"	"2017"	19	213605	Unreliable
	"Shelby County, AL"	"01117"	"2018"	"2018"	19	215707	Unreliable
	"Sumter County, AL"	"01119"	"2016"	"2016"	Suppressed	13040	Suppressed
	"Sumter County, AL"	"01119"	"2017"	"2017"	Suppressed	12687	Suppressed
	"Sumter County, AL"	"01119"	"2018"	"2018"	Suppressed	12691	Suppressed
	"Talladega County, AL"	"01121"	"2016"	"2016"	32	80103	39.9
	"Talladega County, AL"	"01121"	"2017"	"2017"	19	80065	Unreliable
	"Talladega County, AL"	"01121"	"2018"	"2018"	15	79828	Unreliable
	"Tallapoosa County, AL"	"01123"	"2016"	"2016"	16	40727	Unreliable
	"Tallapoosa County, AL"	"01123"	"2017"	"2017"	16	40681	Unreliable
	"Tallapoosa County, AL"	"01123"	"2018"	"2018"	17	40497	Unreliable
	"Tuscaloosa County, AL"	"01125"	"2016"	"2016"	35	206102	17.0
	"Tuscaloosa County, AL"	"01125"	"2017"	"2017"	24	207811	11.5
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	20	208911	9.6
	"Walker County, AL"	"01127"	"2016"	"2016"	13	64967	Unreliable
	"Walker County, AL"	"01127"	"2017"	"2017"	11	64058	Unreliable
	"Walker County, AL"	"01127"	"2018"	"2018"	15	63711	Unreliable
	"Washington County, AL"	"01129"	"2016"	"2016"	Suppressed	16756	Suppressed
	"Washington County, AL"	"01129"	"2017"	"2017"	Suppressed	16531	Suppressed
	"Washington County, AL"	"01129"	"2018"	"2018"	14	16378	Unreliable
	"Wilcox County, AL"	"01131"	"2016"	"2016"	Suppressed	10986	Suppressed
	"Wilcox County, AL"	"01131"	"2017"	"2017"	Suppressed	10719	Suppressed
	"Wilcox County, AL"	"01131"	"2018"	"2018"	Suppressed	10627	Suppressed
	"Winston County, AL"	"01133"	"2016"	"2016"	12	23805	Unreliable
	"Winston County, AL"	"01133"	"2017"	"2017"	Suppressed	23722	Suppressed
	"Winston County, AL"	"01133"	"2018"	"2018"	Suppressed	23660	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2016"	"2016"	Suppressed	3296	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2017"	"2017"	Suppressed	3370	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2018"	"2018"	Suppressed	3515	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2016"	"2016"	Suppressed	5647	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2017"	"2017"	Suppressed	5763	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2018"	"2018"	Suppressed	5723	Suppressed
	"Anchorage Borough, AK"	"02020"	"2016"	"2016"	48	298192	16.1
	"Anchorage Borough, AK"	"02020"	"2017"	"2017"	56	294356	19.0
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	57	291538	19.6
	"Bethel Census Area, AK"	"02050"	"2016"	"2016"	Suppressed	17968	Suppressed
	"Bethel Census Area, AK"	"02050"	"2017"	"2017"	Suppressed	18076	Suppressed
	"Bethel Census Area, AK"	"02050"	"2018"	"2018"	Suppressed	18216	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2016"	"2016"	Suppressed	898	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2017"	"2017"	Suppressed	867	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2018"	"2018"	Suppressed	877	Suppressed
	"Denali Borough, AK"	"02068"	"2016"	"2016"	Suppressed	1953	Suppressed
	"Denali Borough, AK"	"02068"	"2017"	"2017"	Suppressed	2074	Suppressed
	"Denali Borough, AK"	"02068"	"2018"	"2018"	Suppressed	2059	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2016"	"2016"	Suppressed	4954	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2017"	"2017"	Suppressed	4932	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2018"	"2018"	Suppressed	5000	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2016"	"2016"	14	100605	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	"2017"	"2017"	Suppressed	99703	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2018"	"2018"	12	98971	Unreliable
	"Haines Borough, AK"	"02100"	"2016"	"2016"	Suppressed	2496	Suppressed
	"Haines Borough, AK"	"02100"	"2017"	"2017"	Suppressed	2526	Suppressed
	"Haines Borough, AK"	"02100"	"2018"	"2018"	Suppressed	2474	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2016"	"2016"	Suppressed	2078	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2017"	"2017"	Suppressed	2145	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2018"	"2018"	Suppressed	2151	Suppressed
	"Juneau Borough, AK"	"02110"	"2016"	"2016"	Suppressed	32468	Suppressed
	"Juneau Borough, AK"	"02110"	"2017"	"2017"	Suppressed	32094	Suppressed
	"Juneau Borough, AK"	"02110"	"2018"	"2018"	Suppressed	32113	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2016"	"2016"	16	58506	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	"2017"	"2017"	18	58617	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	"2018"	"2018"	14	58533	Unreliable
	"Ketchikan Gateway Borough, AK"	"02130"	"2016"	"2016"	Suppressed	13746	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2017"	"2017"	Suppressed	13856	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2018"	"2018"	Suppressed	13918	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2016"	"2016"	Suppressed	13732	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2017"	"2017"	Suppressed	13448	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2018"	"2018"	Suppressed	13345	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2016"	"2016"	Suppressed	1562	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2017"	"2017"	Suppressed	1620	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2018"	"2018"	Suppressed	1587	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2016"	"2016"	22	104365	21.1
	"Matanuska-Susitna Borough, AK"	"02170"	"2017"	"2017"	21	106532	19.7
	"Matanuska-Susitna Borough, AK"	"02170"	"2018"	"2018"	17	107610	Unreliable
	"Nome Census Area, AK"	"02180"	"2016"	"2016"	Suppressed	9917	Suppressed
	"Nome Census Area, AK"	"02180"	"2017"	"2017"	Suppressed	9921	Suppressed
	"Nome Census Area, AK"	"02180"	"2018"	"2018"	Suppressed	10008	Suppressed
	"North Slope Borough, AK"	"02185"	"2016"	"2016"	Suppressed	9606	Suppressed
	"North Slope Borough, AK"	"02185"	"2017"	"2017"	Suppressed	9782	Suppressed
	"North Slope Borough, AK"	"02185"	"2018"	"2018"	Suppressed	9872	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2016"	"2016"	Suppressed	7673	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2017"	"2017"	Suppressed	7684	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2018"	"2018"	Suppressed	7671	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2016"	"2016"	Suppressed	3149	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2017"	"2017"	Suppressed	3281	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2018"	"2018"	Suppressed	3221	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2016"	"2016"	Suppressed	6347	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2017"	"2017"	Suppressed	6443	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2018"	"2018"	Suppressed	6422	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2016"	"2016"	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2017"	"2017"	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2018"	"2018"	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	"2016"	"2016"	Suppressed	8830	Suppressed
	"Sitka Borough, AK"	"02220"	"2017"	"2017"	Suppressed	8689	Suppressed
	"Sitka Borough, AK"	"02220"	"2018"	"2018"	Suppressed	8647	Suppressed
	"Skagway Municipality, AK"	"02230"	"2016"	"2016"	Suppressed	1088	Suppressed
	"Skagway Municipality, AK"	"02230"	"2017"	"2017"	Suppressed	1157	Suppressed
	"Skagway Municipality, AK"	"02230"	"2018"	"2018"	Suppressed	1148	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2016"	"2016"	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2017"	"2017"	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2018"	"2018"	Missing	Missing	Missing
	"Southeast Fairbanks Census Area, AK"	"02240"	"2016"	"2016"	Suppressed	6876	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2017"	"2017"	Suppressed	6888	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2018"	"2018"	Suppressed	6918	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2016"	"2016"	Suppressed	9355	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2017"	"2017"	Suppressed	9278	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2018"	"2018"	Suppressed	9164	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2016"	"2016"	Suppressed	8049	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2017"	"2017"	Suppressed	8202	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2018"	"2018"	Suppressed	8303	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2016"	"2016"	Suppressed	2411	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2017"	"2017"	Suppressed	2521	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2018"	"2018"	Suppressed	2503	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2016"	"2016"	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2017"	"2017"	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2018"	"2018"	Missing	Missing	Missing
	"Yakutat Borough, AK"	"02282"	"2016"	"2016"	Suppressed	601	Suppressed
	"Yakutat Borough, AK"	"02282"	"2017"	"2017"	Suppressed	605	Suppressed
	"Yakutat Borough, AK"	"02282"	"2018"	"2018"	Suppressed	604	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2016"	"2016"	Suppressed	5526	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2017"	"2017"	Suppressed	5365	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2018"	"2018"	Suppressed	5327	Suppressed
	"Apache County, AZ"	"04001"	"2016"	"2016"	38	73112	52.0
	"Apache County, AZ"	"04001"	"2017"	"2017"	48	71606	67.0
	"Apache County, AZ"	"04001"	"2018"	"2018"	26	71818	36.2
	"Cochise County, AZ"	"04003"	"2016"	"2016"	35	125770	27.8
	"Cochise County, AZ"	"04003"	"2017"	"2017"	50	124756	40.1
	"Cochise County, AZ"	"04003"	"2018"	"2018"	50	126770	39.4
	"Coconino County, AZ"	"04005"	"2016"	"2016"	25	140908	17.7
	"Coconino County, AZ"	"04005"	"2017"	"2017"	28	140776	19.9
	"Coconino County, AZ"	"04005"	"2018"	"2018"	29	142854	20.3
	"Gila County, AZ"	"04007"	"2016"	"2016"	29	53556	54.1
	"Gila County, AZ"	"04007"	"2017"	"2017"	26	53501	48.6
	"Gila County, AZ"	"04007"	"2018"	"2018"	21	53889	39.0
	"Graham County, AZ"	"04009"	"2016"	"2016"	14	37599	Unreliable
	"Graham County, AZ"	"04009"	"2017"	"2017"	23	37466	61.4
	"Graham County, AZ"	"04009"	"2018"	"2018"	21	38072	55.2
	"Greenlee County, AZ"	"04011"	"2016"	"2016"	Suppressed	9613	Suppressed
	"Greenlee County, AZ"	"04011"	"2017"	"2017"	Suppressed	9455	Suppressed
	"Greenlee County, AZ"	"04011"	"2018"	"2018"	Suppressed	9483	Suppressed
	"La Paz County, AZ"	"04012"	"2016"	"2016"	15	20317	Unreliable
	"La Paz County, AZ"	"04012"	"2017"	"2017"	11	20601	Unreliable
	"La Paz County, AZ"	"04012"	"2018"	"2018"	Suppressed	21098	Suppressed
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	1088	4242997	25.6
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	1088	4307033	25.3
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	1080	4410824	24.5
	"Mohave County, AZ"	"04015"	"2016"	"2016"	87	205249	42.4
	"Mohave County, AZ"	"04015"	"2017"	"2017"	77	207200	37.2
	"Mohave County, AZ"	"04015"	"2018"	"2018"	90	209550	42.9
	"Navajo County, AZ"	"04017"	"2016"	"2016"	35	110026	31.8
	"Navajo County, AZ"	"04017"	"2017"	"2017"	51	108956	46.8
	"Navajo County, AZ"	"04017"	"2018"	"2018"	64	110445	57.9
	"Pima County, AZ"	"04019"	"2016"	"2016"	364	1016206	35.8
	"Pima County, AZ"	"04019"	"2017"	"2017"	367	1022769	35.9
	"Pima County, AZ"	"04019"	"2018"	"2018"	370	1039073	35.6
	"Pinal County, AZ"	"04021"	"2016"	"2016"	141	418540	33.7
	"Pinal County, AZ"	"04021"	"2017"	"2017"	119	430237	27.7
	"Pinal County, AZ"	"04021"	"2018"	"2018"	122	447138	27.3
	"Santa Cruz County, AZ"	"04023"	"2016"	"2016"	18	45985	Unreliable
